Project ID,File Name,Row Count,Column Count,Missing modified_peptide,Missing isolation_target,% Missing modified_peptide,% Missing isolation_target,Columns
PXD047898,Glyco_CE40_Slot1-01_1_8621.mzML.ipc,13621,26,3135,494,23.02,3.63,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE0_Slot1-01_1_8610.mzML.ipc,12906,26,7333,393,56.82,3.05,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1300Vpp_Slot1-85_1_8643.mzML.ipc,14873,26,5614,592,37.75,3.98,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE50_Slot1-01_1_8622.mzML.ipc,11636,26,2268,314,19.49,2.7,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1500Vpp_Slot1-85_1_8655.mzML.ipc,12404,26,4537,356,36.58,2.87,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,CE50_1700Vpp_10us_80us_150K_Slot1-86_1_8668.mzML.ipc,24526,26,8454,850,34.47,3.47,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE20_Slot1-01_1_8612.mzML.ipc,16072,26,6721,712,41.82,4.43,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE60_Slot1-01_1_8623.mzML.ipc,11462,26,1683,234,14.68,2.04,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE10_Slot1-01_1_8618.mzML.ipc,13592,26,6304,485,46.38,3.57,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,CE50_1700Vpp_10us_80us_150K_Slot1-86_1_8662.mzML.ipc,27318,26,10592,1418,38.77,5.19,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1700Vpp_Slot1-85_1_8645.mzML.ipc,16750,26,6192,838,36.97,5.0,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Glyco_CE50_Slot1-01_1_8615.mzML.ipc,14052,26,2319,599,16.5,4.26,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1900Vpp_Slot1-85_1_8657.mzML.ipc,11030,26,3826,217,34.69,1.97,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,CE50_1700Vpp_10us_80us_100K_Slot1-86_1_8667.mzML.ipc,19868,26,7274,1089,36.61,5.48,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,CE50_1700Vpp_10us_80us_100K_Slot1-86_1_8661.mzML.ipc,20283,26,7732,909,38.12,4.48,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1500Vpp_Slot1-85_1_8644.mzML.ipc,16847,26,6060,655,35.97,3.89,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD047898,Pool_BaseCE50_1700Vpp_Slot1-85_1_8656.mzML.ipc,12249,26,4052,317,33.08,2.59,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,Goat_exo_0125.mzML.ipc,2805,26,867,990,30.91,35.29,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,PIG-GLY-ETHCD-1.mzML.ipc,5114,26,1859,1886,36.35,36.88,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,Bovine_exo_0125.mzML.ipc,2876,26,970,951,33.73,33.07,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,Bovine_exo_0125_2.mzML.ipc,2928,26,1001,965,34.19,32.96,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,HMEX_glyco-trigger.mzML.ipc,11765,26,1983,3885,16.86,33.02,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,PIG-GLY-ETHCD-2.mzML.ipc,5207,26,1896,1755,36.41,33.7,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,EXO_glyco-trigger.mzML.ipc,10060,26,1632,3168,16.22,31.49,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD044641,Goat_exo_0125_2.mzML.ipc,2784,26,944,980,33.91,35.2,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_DeSialy_CE20_33_Run1.ipc,1616,27,659,497,40.78,30.75,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_CutGal_CutHexNAc_CE20_33_Run2.ipc,1737,27,600,722,34.54,41.57,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_MAX_IGP_CE20_33_Run3.ipc,31173,27,13439,5058,43.11,16.23,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_CutFucose_CE20_33_Run1.ipc,1759,27,774,638,44.0,36.27,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_HILIC_MAX_IGP_CE20_33_Run1.ipc,34646,27,15955,5851,46.05,16.89,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_MAX_HILIC_IGP_CE20_33_Run2.ipc,14973,27,4386,3644,29.29,24.34,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_MAX_IGP_CE20_33_Run1.ipc,31793,27,13771,4686,43.31,14.74,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_CutHexNAc_CE20_33_Run1.ipc,1662,27,661,606,39.77,36.46,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_HILIC_MAX_IGP_CE20_33_Run3.ipc,32372,27,14876,5992,45.95,18.51,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_HILIC_MAX_IGP_CE20_33_Run2.ipc,33366,27,15857,5798,47.52,17.38,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_MAX_IGP_130min_Run3.ipc,21639,27,8862,2851,40.95,13.18,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_MAX_HILIC_IGP_CE20_33_Run2.ipc,17251,27,5130,4611,29.74,26.73,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_HILIC_MAX_IGP_CE20_33_Run1.ipc,28315,27,13349,5935,47.14,20.96,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_MAX_IGP_130min_Run1.ipc,20282,27,8284,2643,40.84,13.03,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_CE20_33_Run3.ipc,2254,27,884,680,39.22,30.17,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_CutGal_CutHexNAc_CE20_33_Run1.ipc,1344,27,266,410,19.79,30.51,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_HILIC_MAX_IGP_CE20_33_Run3.ipc,32890,27,15782,5698,47.98,17.32,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_IGP_DeSialyl_130min_Run3.ipc,11903,27,4734,2291,39.77,19.25,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_HILIC_IGP_CE20_33_Run1.ipc,24069,27,7594,4595,31.55,19.09,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_Drosophila_C18_MAX_IGP_CE20_33_Run2.ipc,6960,27,3042,6960,43.71,100.0,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_HILIC_MAX_IGP_CE20_33_Run2.ipc,34243,27,16045,5914,46.86,17.27,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_HILIC_IGP_CE20_33_Run3.ipc,20465,27,4953,3237,24.2,15.82,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_IGP_DeSialyl_130min_Run2.ipc,11921,27,4709,2165,39.5,18.16,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_FourStandardGlycoproteins_DeSialy_CE20_33_Run2.ipc,1596,27,667,476,41.79,29.82,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_Drosophila_C18_MAX_IGP_CE20_33_Run1.ipc,3941,27,872,3941,22.13,100.0,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_HLB_MAX_HILIC_IGP_CE20_33_Run3.ipc,14855,27,4549,4083,30.62,27.49,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_MAX_IGP_CE20_33_Run2.ipc,32099,27,13964,4787,43.5,14.91,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_MAX_HILIC_IGP_CE20_33_Run1.ipc,15916,27,4610,3843,28.96,24.15,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
PXD025859,ShenJ_MouseBrain_C18_HILIC_IGP_CE20_33_Run2.ipc,22142,27,7215,4208,32.59,19.0,"['index', 'scan', 'header', 'rt', 'frag_type', 'collision_energy', 'precursor_mz', 'precursor_charge', 'precursor_intensity', 'lower_offset', 'upper_offset', 'isolation_target', 'mz', 'intensity', 'scale_factor', 'peptide', 'modified_peptide', 'peptide_observed_mz', 'peptide_calc_mz', 'delta_mass', 'retention', 'expectation', 'hyperscore', 'nextscore', 'probability', 'auc_intensity', 'protein']"
